customer_id,full_name,email,signup_date,country,status,lifetime_value
C-0309,Oliver Brown,oliver.brown309@example.com,2026-06-26,France,Active,3902.94
C-0310,Ada Brown,ada.brown310@example.com,2026-02-11,United States,Active,204.40
C-0311,Ada Martin,ada.martin311@example.com,2026-02-24,United States,Active,4062.99
C-0312,Lucas Miller,lucas.miller312@example.com,2025-01-03,Germany,Active,3374.40
C-0313,Mia Brown,mia.brown313@example.com,2025-10-25,France,Inactive,3432.84
C-0314,Lucas Martin,lucas.martin314@example.com,2025-05-12,United Kingdom,Prospect,2179.81
C-0315,Ethan Yilmaz,ethan.yilmaz315@example.com,2026-03-28,France,Active,278.89
C-0316,Mia Wilson,mia.wilson316@example.com,2025-11-13,United Kingdom,Active,2039.61
C-0317,Mia Taylor,mia.taylor317@example.com,2025-06-23,Türkiye,Active,2190.67
C-0318,Leyla Clark,leyla.clark318@example.com,2026-07-08,France,Active,1641.69
C-0319,Emma Brown,emma.brown319@example.com,2025-12-22,France,Active,3996.25
C-0320,Liam Miller,liam.miller320@example.com,2025-12-28,France,Active,2121.36
C-0321,Noah Miller,noah.miller321@example.com,2025-11-08,France,Inactive,2151.06
C-0322,Leyla Yilmaz,leyla.yilmaz322@example.com,2025-05-24,France,Prospect,1196.32
C-0323,Leyla Kaya,leyla.kaya323@example.com,2025-02-07,United States,Prospect,3922.63
C-0324,Liam Demir,liam.demir324@example.com,2025-05-15,France,Inactive,3779.78
C-0325,Emma Yilmaz,emma.yilmaz325@example.com,2026-05-27,United Kingdom,Prospect,4333.33
C-0326,Lucas Demir,lucas.demir326@example.com,2025-09-28,Türkiye,Inactive,3111.45
C-0327,Lucas Stone,lucas.stone327@example.com,2026-02-03,United States,Prospect,3312.72
C-0328,Oliver Kaya,oliver.kaya328@example.com,2026-02-10,United States,Inactive,3507.63
C-0329,Sofia Clark,sofia.clark329@example.com,2025-10-19,United States,Inactive,3733.65
C-0330,Lucas Martin,lucas.martin330@example.com,2026-07-09,Germany,Prospect,3710.84
C-0331,Ada Kaya,ada.kaya331@example.com,2026-05-23,United States,Active,497.23
C-0332,Leyla Brown,leyla.brown332@example.com,2025-06-06,Germany,Prospect,2885.43
C-0333,Emma Yilmaz,emma.yilmaz333@example.com,2025-11-17,France,Active,524.31
C-0334,Lucas Miller,lucas.miller334@example.com,2026-06-18,France,Prospect,2097.76
C-0335,Liam Demir,liam.demir335@example.com,2025-05-10,United Kingdom,Prospect,3394.32
C-0336,Noah Stone,noah.stone336@example.com,2026-05-21,Germany,Active,4008.73
C-0337,Ada Kaya,ada.kaya337@example.com,2026-05-26,France,Inactive,4219.93
C-0338,Ethan Clark,ethan.clark338@example.com,2026-04-09,United States,Prospect,2461.80
C-0339,Emma Martin,emma.martin339@example.com,2025-06-30,United States,Prospect,1993.23
C-0340,Emma Miller,emma.miller340@example.com,2025-05-09,Türkiye,Prospect,1562.90
C-0341,Oliver Clark,oliver.clark341@example.com,2025-11-04,Türkiye,Inactive,1056.83
C-0342,Emma Miller,emma.miller342@example.com,2025-04-24,United Kingdom,Active,165.92
C-0343,Sofia Kaya,sofia.kaya343@example.com,2025-12-07,France,Inactive,976.92
C-0344,Ada Martin,ada.martin344@example.com,2026-04-09,United Kingdom,Prospect,3528.26
C-0345,Ada Kaya,ada.kaya345@example.com,2025-12-21,Türkiye,Inactive,3207.01
C-0346,Mia Stone,mia.stone346@example.com,2025-10-20,Germany,Prospect,1314.01
C-0347,Ethan Taylor,ethan.taylor347@example.com,2025-12-17,United Kingdom,Inactive,2475.79
C-0348,Leyla Yilmaz,leyla.yilmaz348@example.com,2025-09-19,Germany,Prospect,3640.23
C-0349,Sofia Brown,sofia.brown349@example.com,2026-04-29,United States,Active,2786.85
C-0350,Lucas Miller,lucas.miller350@example.com,2025-01-22,France,Active,1524.20
C-0351,Oliver Kaya,oliver.kaya351@example.com,2025-06-24,Türkiye,Prospect,962.09
C-0352,Sofia Miller,sofia.miller352@example.com,2025-04-04,France,Inactive,1864.12
C-0353,Ada Miller,ada.miller353@example.com,2025-09-14,Türkiye,Active,3348.91
C-0354,Sofia Wilson,sofia.wilson354@example.com,2026-06-15,United States,Active,1162.96
C-0355,Sofia Stone,sofia.stone355@example.com,2025-02-20,Türkiye,Inactive,1079.03
C-0356,Mia Miller,mia.miller356@example.com,2025-12-01,United States,Active,4279.48
C-0357,Mia Wilson,mia.wilson357@example.com,2026-05-25,Germany,Inactive,2650.01
C-0358,Emma Wilson,emma.wilson358@example.com,2025-12-31,Türkiye,Active,4460.65
C-0359,Oliver Martin,oliver.martin359@example.com,2025-08-30,Türkiye,Prospect,2199.15
C-0360,Liam Yilmaz,liam.yilmaz360@example.com,2025-02-21,Germany,Active,1584.90
C-0361,Leyla Miller,leyla.miller361@example.com,2026-02-11,France,Active,3855.77
C-0362,Oliver Wilson,oliver.wilson362@example.com,2025-02-05,United Kingdom,Inactive,3945.62
C-0363,Sofia Kaya,sofia.kaya363@example.com,2026-05-28,United Kingdom,Prospect,2595.11
C-0364,Liam Clark,liam.clark364@example.com,2026-02-05,France,Inactive,3713.21
C-0365,Oliver Brown,oliver.brown365@example.com,2025-02-12,Türkiye,Active,3958.73
C-0366,Lucas Brown,lucas.brown366@example.com,2026-02-24,United States,Inactive,2993.62
C-0367,Leyla Yilmaz,leyla.yilmaz367@example.com,2025-10-30,United Kingdom,Prospect,2110.76
C-0368,Ada Martin,ada.martin368@example.com,2026-07-17,United Kingdom,Active,1268.13
C-0369,Leyla Yilmaz,leyla.yilmaz369@example.com,2026-05-11,France,Active,3280.07
C-0370,Lucas Kaya,lucas.kaya370@example.com,2026-03-28,United States,Prospect,3991.80
C-0371,Mia Taylor,mia.taylor371@example.com,2025-10-06,Germany,Inactive,695.04
C-0372,Mia Stone,mia.stone372@example.com,2025-06-29,Germany,Prospect,590.32
C-0373,Oliver Demir,oliver.demir373@example.com,2025-03-24,United Kingdom,Active,2865.35
C-0374,Mia Martin,mia.martin374@example.com,2025-12-21,United Kingdom,Inactive,315.50
C-0375,Leyla Wilson,leyla.wilson375@example.com,2025-11-22,Türkiye,Active,819.20
C-0376,Liam Yilmaz,liam.yilmaz376@example.com,2025-04-13,France,Active,3684.73
C-0377,Ada Kaya,ada.kaya377@example.com,2026-05-26,France,Inactive,2945.76
C-0378,Sofia Clark,sofia.clark378@example.com,2025-11-07,Germany,Active,552.37
C-0379,Leyla Wilson,leyla.wilson379@example.com,2026-03-17,France,Active,2997.92
C-0380,Ada Miller,ada.miller380@example.com,2025-12-10,Türkiye,Prospect,422.32
C-0381,Liam Taylor,liam.taylor381@example.com,2025-09-03,Germany,Active,860.13
C-0382,Lucas Stone,lucas.stone382@example.com,2025-03-11,United States,Prospect,2145.07
C-0383,Lucas Yilmaz,lucas.yilmaz383@example.com,2025-08-26,United Kingdom,Prospect,3743.16
C-0384,Emma Martin,emma.martin384@example.com,2026-02-25,Germany,Prospect,1792.59
C-0385,Emma Kaya,emma.kaya385@example.com,2025-05-03,United Kingdom,Prospect,1581.41
C-0386,Ethan Martin,ethan.martin386@example.com,2025-08-19,Germany,Active,127.75
C-0387,Oliver Clark,oliver.clark387@example.com,2025-03-08,United Kingdom,Active,25.61
C-0388,Oliver Brown,oliver.brown388@example.com,2025-11-17,United States,Inactive,1679.51
C-0389,Oliver Demir,oliver.demir389@example.com,2026-03-09,United States,Inactive,762.91
C-0390,Lucas Stone,lucas.stone390@example.com,2025-03-14,Türkiye,Inactive,26.20
C-0391,Oliver Clark,oliver.clark391@example.com,2025-10-09,United States,Prospect,3919.01
C-0392,Lucas Martin,lucas.martin392@example.com,2025-06-08,Germany,Inactive,4025.31
C-0393,Emma Demir,emma.demir393@example.com,2025-04-19,United States,Inactive,1627.65
C-0394,Lucas Martin,lucas.martin394@example.com,2025-11-21,Germany,Prospect,2699.51
C-0395,Ethan Demir,ethan.demir395@example.com,2025-01-21,United States,Inactive,4165.74
C-0396,Leyla Taylor,leyla.taylor396@example.com,2025-07-10,Germany,Active,654.64
C-0397,Noah Clark,noah.clark397@example.com,2026-03-27,Türkiye,Inactive,1327.81
C-0398,Ada Demir,ada.demir398@example.com,2025-10-21,Türkiye,Prospect,3807.28
C-0399,Ada Miller,ada.miller399@example.com,2026-07-23,United Kingdom,Prospect,3784.27
C-0400,Noah Yilmaz,noah.yilmaz400@example.com,2026-03-16,United Kingdom,Prospect,1780.18
C-0401,Ethan Yilmaz,ethan.yilmaz401@example.com,2026-04-23,Türkiye,Active,3523.78
C-0402,Liam Wilson,liam.wilson402@example.com,2026-06-13,United States,Active,262.63
C-0403,Liam Kaya,liam.kaya403@example.com,2026-05-04,Türkiye,Prospect,1404.17
C-0404,Oliver Martin,oliver.martin404@example.com,2025-11-21,Türkiye,Prospect,1651.80
C-0405,Leyla Martin,leyla.martin405@example.com,2026-05-13,Germany,Inactive,3070.89
C-0406,Mia Yilmaz,mia.yilmaz406@example.com,2025-03-22,United Kingdom,Prospect,1745.83
C-0407,Liam Demir,liam.demir407@example.com,2025-08-16,United States,Active,4341.23
C-0408,Liam Wilson,liam.wilson408@example.com,2025-09-06,United States,Active,1435.61
C-0409,Noah Clark,noah.clark409@example.com,2026-07-11,France,Prospect,3579.06
C-0410,Liam Yilmaz,liam.yilmaz410@example.com,2025-11-11,United States,Active,2184.68
C-0411,Lucas Miller,lucas.miller411@example.com,2026-06-14,Türkiye,Inactive,3573.67
C-0412,Liam Yilmaz,liam.yilmaz412@example.com,2026-03-16,United Kingdom,Active,2420.05
C-0413,Ethan Miller,ethan.miller413@example.com,2026-07-09,France,Active,1269.56
C-0414,Leyla Martin,leyla.martin414@example.com,2026-01-13,Türkiye,Active,362.73
C-0415,Emma Demir,emma.demir415@example.com,2025-12-20,Germany,Active,2921.56
C-0416,Liam Stone,liam.stone416@example.com,2025-11-04,France,Prospect,3439.58
C-0417,Ada Taylor,ada.taylor417@example.com,2025-07-20,Germany,Prospect,1505.36
C-0418,Leyla Yilmaz,leyla.yilmaz418@example.com,2025-03-17,Germany,Prospect,221.05
C-0419,Emma Demir,emma.demir419@example.com,2025-02-25,United States,Inactive,1795.48
C-0420,Emma Brown,emma.brown420@example.com,2025-04-13,Türkiye,Inactive,2557.03
C-0421,Lucas Wilson,lucas.wilson421@example.com,2026-05-09,Türkiye,Active,4145.52
C-0422,Ethan Brown,ethan.brown422@example.com,2026-03-13,Germany,Inactive,3800.83
C-0423,Emma Stone,emma.stone423@example.com,2026-04-12,Germany,Active,1374.15
C-0424,Noah Taylor,noah.taylor424@example.com,2026-04-14,United Kingdom,Active,3112.07
C-0425,Mia Clark,mia.clark425@example.com,2026-01-18,Germany,Active,666.00
C-0426,Ethan Stone,ethan.stone426@example.com,2025-12-29,Germany,Prospect,3991.91
C-0427,Noah Taylor,noah.taylor427@example.com,2026-07-10,France,Prospect,2761.02
C-0428,Mia Demir,mia.demir428@example.com,2025-11-13,United States,Inactive,4137.11
C-0429,Lucas Taylor,lucas.taylor429@example.com,2026-01-31,United Kingdom,Inactive,1649.98
C-0430,Ada Clark,ada.clark430@example.com,2026-03-07,United States,Prospect,982.32
C-0431,Mia Wilson,mia.wilson431@example.com,2026-03-23,United States,Inactive,2065.20
C-0432,Ada Clark,ada.clark432@example.com,2025-09-29,United Kingdom,Inactive,3012.76
C-0433,Lucas Brown,lucas.brown433@example.com,2025-08-25,United Kingdom,Inactive,3524.45
C-0434,Liam Taylor,liam.taylor434@example.com,2026-05-02,United States,Inactive,2147.96
C-0435,Liam Taylor,liam.taylor435@example.com,2025-10-13,Germany,Prospect,4121.06
C-0436,Liam Demir,liam.demir436@example.com,2026-04-14,United Kingdom,Prospect,271.44
C-0437,Oliver Clark,oliver.clark437@example.com,2025-04-05,Germany,Inactive,1676.62
C-0438,Mia Clark,mia.clark438@example.com,2026-03-15,France,Active,654.92
C-0439,Emma Martin,emma.martin439@example.com,2026-01-19,United Kingdom,Prospect,152.30
C-0440,Liam Demir,liam.demir440@example.com,2025-01-19,United States,Inactive,2133.06
C-0441,Ethan Demir,ethan.demir441@example.com,2025-05-07,Germany,Active,2900.06
C-0442,Ada Miller,ada.miller442@example.com,2025-02-04,Germany,Active,171.59
C-0443,Oliver Brown,oliver.brown443@example.com,2025-10-10,United Kingdom,Prospect,4364.56
C-0444,Liam Wilson,liam.wilson444@example.com,2026-02-02,United Kingdom,Inactive,2193.72
C-0445,Lucas Yilmaz,lucas.yilmaz445@example.com,2025-03-25,Türkiye,Inactive,3716.86
C-0446,Oliver Wilson,oliver.wilson446@example.com,2025-05-21,Türkiye,Inactive,3160.19
C-0447,Mia Clark,mia.clark447@example.com,2025-12-06,United States,Inactive,1080.66
C-0448,Lucas Taylor,lucas.taylor448@example.com,2025-12-24,France,Inactive,1698.08
C-0449,Noah Kaya,noah.kaya449@example.com,2025-01-18,Germany,Prospect,3294.36
C-0450,Oliver Miller,oliver.miller450@example.com,2025-08-23,Türkiye,Active,3440.46
C-0451,Leyla Brown,leyla.brown451@example.com,2026-01-13,United Kingdom,Inactive,3341.35
C-0452,Lucas Kaya,lucas.kaya452@example.com,2026-04-02,United Kingdom,Prospect,1812.69
C-0453,Ada Kaya,ada.kaya453@example.com,2025-02-24,France,Prospect,1751.90
C-0454,Ada Clark,ada.clark454@example.com,2025-07-20,United States,Active,493.46
C-0455,Oliver Yilmaz,oliver.yilmaz455@example.com,2025-06-07,United States,Active,2416.76
C-0456,Sofia Demir,sofia.demir456@example.com,2025-09-04,United States,Active,1110.15
C-0457,Mia Demir,mia.demir457@example.com,2026-05-02,United Kingdom,Inactive,48.57
C-0458,Ada Stone,ada.stone458@example.com,2025-08-11,Türkiye,Prospect,1861.29
C-0459,Ada Demir,ada.demir459@example.com,2025-12-25,Türkiye,Prospect,2934.13
C-0460,Oliver Martin,oliver.martin460@example.com,2026-06-04,United States,Active,2416.81
C-0461,Lucas Clark,lucas.clark461@example.com,2025-11-02,United States,Active,3771.22
C-0462,Lucas Wilson,lucas.wilson462@example.com,2026-03-09,United States,Inactive,3124.59
C-0463,Liam Brown,liam.brown463@example.com,2025-01-09,Germany,Prospect,1811.31
C-0464,Sofia Clark,sofia.clark464@example.com,2025-01-14,Germany,Inactive,434.71
C-0465,Sofia Clark,sofia.clark465@example.com,2025-01-07,France,Active,3207.50
C-0466,Mia Kaya,mia.kaya466@example.com,2025-02-13,Türkiye,Prospect,1207.61
C-0467,Leyla Wilson,leyla.wilson467@example.com,2026-06-28,United States,Prospect,397.51
C-0468,Leyla Miller,leyla.miller468@example.com,2025-12-06,France,Prospect,3965.60
C-0469,Ethan Brown,ethan.brown469@example.com,2025-08-12,Türkiye,Inactive,2368.16
C-0470,Emma Taylor,emma.taylor470@example.com,2025-09-01,United States,Active,3503.30
C-0471,Mia Martin,mia.martin471@example.com,2025-02-22,Türkiye,Inactive,1991.42
C-0472,Sofia Martin,sofia.martin472@example.com,2025-06-20,Türkiye,Prospect,4268.04
C-0473,Ada Martin,ada.martin473@example.com,2025-01-19,Türkiye,Inactive,4126.44
C-0474,Mia Martin,mia.martin474@example.com,2026-01-20,Germany,Inactive,270.80
C-0475,Liam Kaya,liam.kaya475@example.com,2025-10-07,United Kingdom,Inactive,3592.65
C-0476,Noah Clark,noah.clark476@example.com,2025-03-25,United States,Prospect,642.31
C-0477,Lucas Clark,lucas.clark477@example.com,2026-07-24,Germany,Prospect,1689.57
C-0478,Mia Demir,mia.demir478@example.com,2026-07-10,United States,Inactive,175.17
C-0479,Lucas Yilmaz,lucas.yilmaz479@example.com,2025-02-08,United States,Active,2907.54
C-0480,Ada Taylor,ada.taylor480@example.com,2025-08-14,Türkiye,Prospect,4454.05
C-0481,Sofia Stone,sofia.stone481@example.com,2025-10-08,United Kingdom,Active,3291.85
C-0482,Liam Taylor,liam.taylor482@example.com,2025-02-20,United States,Active,2148.42
C-0483,Ethan Wilson,ethan.wilson483@example.com,2026-03-25,Türkiye,Prospect,1281.47
C-0484,Ada Wilson,ada.wilson484@example.com,2025-01-21,France,Inactive,1660.90
C-0485,Ada Clark,ada.clark485@example.com,2025-08-22,France,Prospect,3621.11
C-0486,Leyla Kaya,leyla.kaya486@example.com,2026-01-09,United States,Active,3650.22
C-0487,Emma Stone,emma.stone487@example.com,2025-09-20,Germany,Prospect,1507.17
C-0488,Oliver Miller,oliver.miller488@example.com,2025-02-17,Türkiye,Inactive,2709.99
C-0489,Ethan Clark,ethan.clark489@example.com,2026-07-10,Germany,Inactive,3768.16
C-0490,Noah Yilmaz,noah.yilmaz490@example.com,2026-06-14,Germany,Inactive,2292.98
C-0491,Liam Martin,liam.martin491@example.com,2026-06-11,United Kingdom,Prospect,2600.06
C-0492,Mia Miller,mia.miller492@example.com,2025-11-26,United Kingdom,Inactive,772.19
C-0493,Mia Brown,mia.brown493@example.com,2025-10-03,United States,Inactive,4454.84
C-0494,Mia Wilson,mia.wilson494@example.com,2025-02-05,France,Prospect,798.61
C-0495,Noah Kaya,noah.kaya495@example.com,2026-03-17,Türkiye,Inactive,1537.54
C-0496,Emma Wilson,emma.wilson496@example.com,2025-12-03,United States,Prospect,2094.48
C-0497,Liam Miller,liam.miller497@example.com,2025-12-15,France,Inactive,1571.92
C-0498,Oliver Kaya,oliver.kaya498@example.com,2025-07-22,France,Prospect,3664.68
C-0499,Noah Clark,noah.clark499@example.com,2026-05-24,Germany,Inactive,178.31
C-0500,Mia Demir,mia.demir500@example.com,2025-10-28,United Kingdom,Inactive,228.93
