customer_id,first_name,last_name,email,country_code,signup_date,status
C0388,Lucas,Young,lucas.young.388@example.com,TR,2025-04-21,active
C0389,Lucas,Brown,lucas.brown.389@example.com,GB,2026-01-20,active
C0390,Noah,Wright,noah.wright.390@example.com,GB,2025-01-24,active
C0391,Owen,Wilson,owen.wilson.391@example.com,GB,2026-01-09,active
C0392,Sofia,Martin,sofia.martin.392@example.com,DE,2025-05-08,active
C0393,Noah,Clark,noah.clark.393@example.com,CA,2025-04-07,active
C0394,Ava,King,ava.king.394@example.com,CA,2026-02-07,active
C0395,Owen,King,owen.king.395@example.com,CA,2025-03-20,active
C0396,Ava,Clark,ava.clark.396@example.com,DE,2026-02-03,active
C0397,Ella,Martin,ella.martin.397@example.com,GB,2025-01-30,active
C0398,Maya,Young,maya.young.398@example.com,TR,2025-09-05,active
C0399,Liam,Taylor,liam.taylor.399@example.com,TR,2025-06-08,active
C0400,Noah,Taylor,noah.taylor.400@example.com,TR,2026-04-04,active
C0021,Ava,Wilson,ava.wilson.21@example.com,TR,2026-03-29,active
C0022,Lucas,Brown,lucas.brown.22@example.com,DE,2025-04-20,active
C0023,Maya,Brown,maya.brown.23@example.com,GB,2025-03-31,active
C0024,Leo,Wright,leo.wright.24@example.com,CA,2025-01-20,active
C0025,Owen,King,owen.king.25@example.com,GB,2025-01-24,active
C0026,Ava,Martin,ava.martin.26@example.com,GB,2025-09-20,active
C0027,Nora,Young,nora.young.27@example.com,DE,2025-08-08,active
C0028,Ella,Clark,ella.clark.28@example.com,TR,2025-08-08,active
CX000,Lucas,Young,  LUCAS.YOUNG.51@EXAMPLE.COM ,GB,2025-09-10,active
CX001,Nora,Clark,  NORA.CLARK.52@EXAMPLE.COM ,CA,2026-04-11,active
CX002,Ella,Martin,  ELLA.MARTIN.53@EXAMPLE.COM ,TR,2025-05-17,active
CX003,Ava,Martin,  AVA.MARTIN.54@EXAMPLE.COM ,CA,2025-07-31,active
CX004,Sofia,Young,  SOFIA.YOUNG.55@EXAMPLE.COM ,DE,2026-06-13,active
CX005,Maya,Young,  MAYA.YOUNG.56@EXAMPLE.COM ,US,2025-05-21,active
CX006,Maya,Martin,  MAYA.MARTIN.57@EXAMPLE.COM ,CA,2025-09-29,active
CX007,Nora,Clark,  NORA.CLARK.58@EXAMPLE.COM ,GB,2025-03-05,active
CX008,Maya,Young,  MAYA.YOUNG.59@EXAMPLE.COM ,US,2025-05-20,active
CX009,Nora,Wright,  NORA.WRIGHT.60@EXAMPLE.COM ,CA,2026-05-04,active
