invoice_id,month,property_id,property_name,district,manager,unit_id,tenant_id,tenant_name,due_date,rent_billed,amount_paid,balance,paid_date,payment_status,days_late,aging_bucket
"INV-00163","2026-07","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-07-05","1800","1800","0","2026-07-05","Paid","0","Current"
"INV-00164","2026-08","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-08-05","1800","1800","0","2026-08-04","Paid","0","Current"
"INV-00165","2026-09","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-09-05","1800","1800","0","2026-09-12","Paid Late","7","Current"
"INV-00166","2026-10","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-10-05","1800","1800","0","2026-10-07","Paid","2","Current"
"INV-00167","2026-11","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-11-05","1800","1800","0","2026-11-07","Paid","2","Current"
"INV-00168","2026-12","P02","Maple Court","Besiktas","Mert Demir","P02-U08","T014","Can Kaya","2026-12-05","1800","0","1800","","Unpaid","26","1-30 Days"
"INV-00169","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-01-05","1325","1325","0","2026-01-09","Paid","4","Current"
"INV-00170","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-02-05","1325","1325","0","2026-02-21","Paid Late","16","Current"
"INV-00171","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-03-05","1325","1325","0","2026-03-10","Paid","5","Current"
"INV-00172","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-04-05","1325","0","1325","","Unpaid","270","90+ Days"
"INV-00173","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-05-05","1325","1325","0","2026-05-08","Paid","3","Current"
"INV-00174","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-06-05","1325","1325","0","2026-06-04","Paid","0","Current"
"INV-00175","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-07-05","1325","1325","0","2026-07-06","Paid","1","Current"
"INV-00176","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-08-05","1325","1325","0","2026-08-06","Paid","1","Current"
"INV-00177","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-09-05","1325","1325","0","2026-09-04","Paid","0","Current"
"INV-00178","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-10-05","1325","0","1325","","Unpaid","87","61-90 Days"
"INV-00179","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-11-05","1325","1325","0","2026-11-04","Paid","0","Current"
"INV-00180","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U01","T015","Selin Kaya","2026-12-05","1325","1325","0","2026-12-03","Paid","0","Current"
"INV-00181","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-01-05","1400","1400","0","2026-01-12","Paid Late","7","Current"
"INV-00182","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-02-05","1400","1400","0","2026-02-24","Paid Late","19","Current"
"INV-00183","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-03-05","1400","1400","0","2026-03-05","Paid","0","Current"
"INV-00184","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-04-05","1400","1400","0","2026-04-09","Paid","4","Current"
"INV-00185","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-05-05","1400","1400","0","2026-05-02","Paid","0","Current"
"INV-00186","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-06-05","1400","756","644","2026-06-21","Partial","209","90+ Days"
"INV-00187","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-07-05","1400","1400","0","2026-07-11","Paid","6","Current"
"INV-00188","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-08-05","1400","1400","0","2026-08-07","Paid","2","Current"
"INV-00189","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-09-05","1400","1400","0","2026-09-08","Paid","3","Current"
"INV-00190","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-10-05","1400","1400","0","2026-10-08","Paid","3","Current"
"INV-00191","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-11-05","1400","1400","0","2026-11-10","Paid","5","Current"
"INV-00192","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U02","T016","Burak Celik","2026-12-05","1400","1400","0","2026-12-09","Paid","4","Current"
"INV-00193","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-01-05","1400","1400","0","2026-01-03","Paid","0","Current"
"INV-00194","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-02-05","1400","1400","0","2026-02-02","Paid","0","Current"
"INV-00195","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-03-05","1400","1400","0","2026-03-10","Paid","5","Current"
"INV-00196","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-04-05","1400","1400","0","2026-04-03","Paid","0","Current"
"INV-00197","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-05-05","1400","1400","0","2026-05-04","Paid","0","Current"
"INV-00198","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-06-05","1400","1400","0","2026-06-09","Paid","4","Current"
"INV-00199","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-07-05","1400","1400","0","2026-07-03","Paid","0","Current"
"INV-00200","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-08-05","1400","1400","0","2026-08-04","Paid","0","Current"
"INV-00201","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-09-05","1400","1400","0","2026-09-16","Paid Late","11","Current"
"INV-00202","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-10-05","1400","1400","0","2026-10-21","Paid Late","16","Current"
"INV-00203","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-11-05","1400","1400","0","2026-11-02","Paid","0","Current"
"INV-00204","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U03","T017","Derya Polat","2026-12-05","1400","1400","0","2026-12-07","Paid","2","Current"
"INV-00205","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-01-05","1550","582","968","2026-01-20","Partial","360","90+ Days"
"INV-00206","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-02-05","1550","1550","0","2026-02-05","Paid","0","Current"
"INV-00207","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-03-05","1550","1550","0","2026-03-12","Paid Late","7","Current"
"INV-00208","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-04-05","1550","1550","0","2026-04-05","Paid","0","Current"
"INV-00209","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-05-05","1550","1550","0","2026-05-07","Paid","2","Current"
"INV-00210","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-06-05","1550","1550","0","2026-06-07","Paid","2","Current"
"INV-00211","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-07-05","1550","1550","0","2026-07-04","Paid","0","Current"
"INV-00212","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-08-05","1550","1550","0","2026-08-06","Paid","1","Current"
"INV-00213","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-09-05","1550","786","764","2026-09-25","Partial","117","90+ Days"
"INV-00214","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-10-05","1550","1550","0","2026-10-04","Paid","0","Current"
"INV-00215","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-11-05","1550","1550","0","2026-11-12","Paid Late","7","Current"
"INV-00216","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U04","T018","Ece Kaya","2026-12-05","1550","1550","0","2026-12-17","Paid Late","12","Current"
"INV-00217","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-01-05","1450","1450","0","2026-01-06","Paid","1","Current"
"INV-00218","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-02-05","1450","1450","0","2026-02-05","Paid","0","Current"
"INV-00219","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-03-05","1450","1450","0","2026-03-04","Paid","0","Current"
"INV-00220","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-04-05","1450","1450","0","2026-04-05","Paid","0","Current"
"INV-00221","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-05-05","1450","1450","0","2026-05-02","Paid","0","Current"
"INV-00222","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-06-05","1450","1450","0","2026-06-02","Paid","0","Current"
"INV-00223","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-07-05","1450","1450","0","2026-07-08","Paid","3","Current"
"INV-00224","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-08-05","1450","0","1450","","Unpaid","148","90+ Days"
"INV-00225","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-09-05","1450","1450","0","2026-09-09","Paid","4","Current"
"INV-00226","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-10-05","1450","1450","0","2026-10-02","Paid","0","Current"
"INV-00227","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-11-05","1450","1450","0","2026-11-10","Paid","5","Current"
"INV-00228","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U05","T019","Deniz Aksoy","2026-12-05","1450","1450","0","2026-12-06","Paid","1","Current"
"INV-00229","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-01-05","1625","1625","0","2026-01-03","Paid","0","Current"
"INV-00230","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-02-05","1625","1625","0","2026-02-23","Paid Late","18","Current"
"INV-00231","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-03-05","1625","1625","0","2026-03-21","Paid Late","16","Current"
"INV-00232","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-04-05","1625","1625","0","2026-04-02","Paid","0","Current"
"INV-00233","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-05-05","1625","1625","0","2026-05-20","Paid Late","15","Current"
"INV-00234","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-06-05","1625","1625","0","2026-06-08","Paid","3","Current"
"INV-00235","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-07-05","1625","1625","0","2026-07-10","Paid","5","Current"
"INV-00236","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-08-05","1625","0","1625","","Unpaid","148","90+ Days"
"INV-00237","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-09-05","1625","1625","0","2026-09-04","Paid","0","Current"
"INV-00238","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-10-05","1625","1625","0","2026-10-11","Paid","6","Current"
"INV-00239","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-11-05","1625","1625","0","2026-11-10","Paid","5","Current"
"INV-00240","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U06","T020","Zeynep Demir","2026-12-05","1625","1625","0","2026-12-14","Paid Late","9","Current"
"INV-00241","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-01-05","1625","1625","0","2026-01-11","Paid","6","Current"
"INV-00242","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-02-05","1625","0","1625","","Unpaid","329","90+ Days"
"INV-00243","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-03-05","1625","1625","0","2026-03-08","Paid","3","Current"
"INV-00244","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-04-05","1625","1625","0","2026-04-07","Paid","2","Current"
"INV-00245","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-05-05","1625","1625","0","2026-05-10","Paid","5","Current"
"INV-00246","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-06-05","1625","1625","0","2026-06-11","Paid","6","Current"
"INV-00247","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-07-05","1625","1625","0","2026-07-05","Paid","0","Current"
"INV-00248","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-08-05","1625","1625","0","2026-08-09","Paid","4","Current"
"INV-00249","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-09-05","1625","1625","0","2026-09-08","Paid","3","Current"
"INV-00250","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-10-05","1625","1625","0","2026-10-05","Paid","0","Current"
"INV-00251","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-11-05","1625","1625","0","2026-11-02","Paid","0","Current"
"INV-00252","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U07","T021","Deniz Arslan","2026-12-05","1625","1625","0","2026-12-08","Paid","3","Current"
"INV-00253","2026-01","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-01-05","1575","1575","0","2026-01-06","Paid","1","Current"
"INV-00254","2026-02","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-02-05","1575","858","717","2026-02-23","Partial","329","90+ Days"
"INV-00255","2026-03","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-03-05","1575","1575","0","2026-03-04","Paid","0","Current"
"INV-00256","2026-04","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-04-05","1575","1575","0","2026-04-03","Paid","0","Current"
"INV-00257","2026-05","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-05-05","1575","1575","0","2026-05-05","Paid","0","Current"
"INV-00258","2026-06","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-06-05","1575","1575","0","2026-06-12","Paid Late","7","Current"
"INV-00259","2026-07","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-07-05","1575","1575","0","2026-07-24","Paid Late","19","Current"
"INV-00260","2026-08","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-08-05","1575","1575","0","2026-08-06","Paid","1","Current"
"INV-00261","2026-09","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-09-05","1575","1575","0","2026-09-05","Paid","0","Current"
"INV-00262","2026-10","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-10-05","1575","1575","0","2026-10-10","Paid","5","Current"
"INV-00263","2026-11","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-11-05","1575","1575","0","2026-11-04","Paid","0","Current"
"INV-00264","2026-12","P03","Orchid House","Sisli","Selin Arslan","P03-U08","T022","Mert Koc","2026-12-05","1575","1575","0","2026-12-03","Paid","0","Current"
"INV-00265","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-01-05","1200","1200","0","2026-01-08","Paid","3","Current"
"INV-00266","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-02-05","1200","1200","0","2026-02-16","Paid Late","11","Current"
"INV-00267","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-03-05","1200","1200","0","2026-03-04","Paid","0","Current"
"INV-00268","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-04-05","1200","1200","0","2026-04-11","Paid","6","Current"
"INV-00269","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-05-05","1200","1200","0","2026-05-06","Paid","1","Current"
"INV-00270","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-06-05","1200","0","1200","","Unpaid","209","90+ Days"
"INV-00271","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-07-05","1200","1200","0","2026-07-09","Paid","4","Current"
"INV-00272","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-08-05","1200","1200","0","2026-08-04","Paid","0","Current"
"INV-00273","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-09-05","1200","1200","0","2026-09-13","Paid Late","8","Current"
"INV-00274","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-10-05","1200","1200","0","2026-10-10","Paid","5","Current"
"INV-00275","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-11-05","1200","1200","0","2026-11-04","Paid","0","Current"
"INV-00276","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U01","T023","Aylin Aydin","2026-12-05","1200","1200","0","2026-12-07","Paid","2","Current"
"INV-00277","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-01-05","1325","0","1325","","Unpaid","360","90+ Days"
"INV-00278","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-02-05","1325","550","775","2026-02-22","Partial","329","90+ Days"
"INV-00279","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-03-05","1325","956","369","2026-03-18","Partial","301","90+ Days"
"INV-00280","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-04-05","1325","1325","0","2026-04-11","Paid","6","Current"
"INV-00281","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-05-05","1325","1325","0","2026-05-09","Paid","4","Current"
"INV-00282","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-06-05","1325","1325","0","2026-06-02","Paid","0","Current"
"INV-00283","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-07-05","1325","836","489","2026-07-18","Partial","179","90+ Days"
"INV-00284","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-08-05","1325","1325","0","2026-08-02","Paid","0","Current"
"INV-00285","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-09-05","1325","1325","0","2026-09-17","Paid Late","12","Current"
"INV-00286","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-10-05","1325","1325","0","2026-10-03","Paid","0","Current"
"INV-00287","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-11-05","1325","1325","0","2026-11-10","Paid","5","Current"
"INV-00288","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U02","T024","Derya Yilmaz","2026-12-05","1325","1325","0","2026-12-07","Paid","2","Current"
"INV-00289","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-01-05","1300","0","1300","","Unpaid","360","90+ Days"
"INV-00290","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-02-05","1300","0","1300","","Unpaid","329","90+ Days"
"INV-00291","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-03-05","1300","1300","0","2026-03-15","Paid Late","10","Current"
"INV-00292","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-04-05","1300","1300","0","2026-04-08","Paid","3","Current"
"INV-00293","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-05-05","1300","1300","0","2026-05-06","Paid","1","Current"
"INV-00294","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-06-05","1300","0","1300","","Unpaid","209","90+ Days"
"INV-00295","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-07-05","1300","1300","0","2026-07-04","Paid","0","Current"
"INV-00296","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-08-05","1300","1300","0","2026-08-11","Paid","6","Current"
"INV-00297","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-09-05","1300","1300","0","2026-09-22","Paid Late","17","Current"
"INV-00298","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-10-05","1300","1300","0","2026-10-18","Paid Late","13","Current"
"INV-00299","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-11-05","1300","1300","0","2026-11-07","Paid","2","Current"
"INV-00300","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U03","T025","Can Koc","2026-12-05","1300","1300","0","2026-12-05","Paid","0","Current"
"INV-00301","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-01-05","1425","1425","0","2026-01-05","Paid","0","Current"
"INV-00302","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-02-05","1425","1425","0","2026-02-10","Paid","5","Current"
"INV-00303","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-03-05","1425","1425","0","2026-03-04","Paid","0","Current"
"INV-00304","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-04-05","1425","1425","0","2026-04-10","Paid","5","Current"
"INV-00305","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-05-05","1425","1425","0","2026-05-09","Paid","4","Current"
"INV-00306","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-06-05","1425","1425","0","2026-06-10","Paid","5","Current"
"INV-00307","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-07-05","1425","1425","0","2026-07-14","Paid Late","9","Current"
"INV-00308","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-08-05","1425","0","1425","","Unpaid","148","90+ Days"
"INV-00309","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-09-05","1425","1425","0","2026-09-10","Paid","5","Current"
"INV-00310","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-10-05","1425","1425","0","2026-10-04","Paid","0","Current"
"INV-00311","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-11-05","1425","0","1425","","Unpaid","56","31-60 Days"
"INV-00312","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U04","T026","Ece Celik","2026-12-05","1425","1425","0","2026-12-03","Paid","0","Current"
"INV-00313","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-01-05","1350","0","1350","","Unpaid","360","90+ Days"
"INV-00314","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-02-05","1350","586","764","2026-02-25","Partial","329","90+ Days"
"INV-00315","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-03-05","1350","1350","0","2026-03-06","Paid","1","Current"
"INV-00316","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-04-05","1350","1350","0","2026-04-09","Paid","4","Current"
"INV-00317","2026-05","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-05-05","1350","1350","0","2026-05-02","Paid","0","Current"
"INV-00318","2026-06","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-06-05","1350","1350","0","2026-06-03","Paid","0","Current"
"INV-00319","2026-07","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-07-05","1350","1350","0","2026-07-10","Paid","5","Current"
"INV-00320","2026-08","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-08-05","1350","1350","0","2026-08-11","Paid","6","Current"
"INV-00321","2026-09","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-09-05","1350","1350","0","2026-09-04","Paid","0","Current"
"INV-00322","2026-10","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-10-05","1350","1350","0","2026-10-02","Paid","0","Current"
"INV-00323","2026-11","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-11-05","1350","1350","0","2026-11-05","Paid","0","Current"
"INV-00324","2026-12","P04","Parkline","Uskudar","Aylin Kaya","P04-U05","T027","Derya Demir","2026-12-05","1350","1350","0","2026-12-24","Paid Late","19","Current"
"INV-00325","2026-01","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-01-05","1375","1375","0","2026-01-06","Paid","1","Current"
"INV-00326","2026-02","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-02-05","1375","1375","0","2026-02-10","Paid","5","Current"
"INV-00327","2026-03","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-03-05","1375","0","1375","","Unpaid","301","90+ Days"
"INV-00328","2026-04","P04","Parkline","Uskudar","Aylin Kaya","P04-U06","T028","Zeynep Arslan","2026-04-05","1375","1375","0","2026-04-05","Paid","0","Current"
