member_id,member_code,first_name,last_name,age,location_id,plan_id,acquisition_channel,join_date,cancel_date,status
344,M00344,Zeynep,Demir,57,2,1,Organic Search,2025-12-20,2026-07-21,Cancelled
345,M00345,Ayse,Demir,56,4,3,Organic Search,2026-06-01,,Active
346,M00346,Derya,Ozdemir,48,2,4,Paid Search,2024-08-21,2026-06-25,Cancelled
347,M00347,Deniz,Ozdemir,22,4,4,Paid Search,2025-12-21,,Active
348,M00348,Can,Yilmaz,46,4,4,Instagram,2025-01-07,2025-08-05,Cancelled
349,M00349,Selin,Ozdemir,59,1,3,Instagram,2024-10-02,,Active
350,M00350,Elif,Celik,34,1,1,Referral,2026-02-20,2026-05-27,Cancelled
351,M00351,Mert,Kurt,20,3,1,Corporate Partner,2025-05-23,2026-02-22,Cancelled
352,M00352,Selin,Yilmaz,22,4,2,Referral,2024-01-08,,Active
353,M00353,Elif,Kurt,64,2,3,Organic Search,2025-06-03,,Active
354,M00354,Can,Arslan,41,2,1,Organic Search,2024-10-19,,Active
355,M00355,Derya,Kurt,54,1,1,Walk-in,2026-04-26,2026-07-26,Cancelled
356,M00356,Mert,Yilmaz,20,3,4,Walk-in,2026-04-24,2026-07-30,Cancelled
357,M00357,Elif,Kaya,21,4,1,Instagram,2024-12-11,,Active
358,M00358,Ece,Ozdemir,53,4,1,Paid Search,2024-04-03,,Active
359,M00359,Emre,Koc,34,2,3,Walk-in,2026-06-11,2026-07-24,Cancelled
360,M00360,Derya,Sahin,56,1,4,Referral,2025-04-04,,Active
361,M00361,Bora,Aydin,56,2,2,Paid Search,2024-09-13,2026-05-30,Cancelled
362,M00362,Mert,Ozdemir,26,2,1,Referral,2025-12-09,,Active
363,M00363,Selin,Arslan,19,4,1,Referral,2024-06-18,,Active
364,M00364,Bora,Aydin,18,1,3,Instagram,2024-08-17,,Active
365,M00365,Selin,Kurt,58,1,2,Corporate Partner,2026-02-03,2026-07-02,Cancelled
366,M00366,Ayse,Arslan,61,4,4,Walk-in,2024-02-05,,Active
367,M00367,Bora,Aydin,43,4,2,Walk-in,2025-03-30,,Active
368,M00368,Deniz,Kaya,22,3,3,Corporate Partner,2024-09-25,2024-12-02,Cancelled
369,M00369,Can,Kurt,28,3,2,Walk-in,2025-10-07,,Active
370,M00370,Kerem,Sahin,28,1,4,Instagram,2025-12-22,,Active
371,M00371,Mert,Kurt,26,1,1,Walk-in,2025-09-30,2026-06-13,Cancelled
372,M00372,Can,Aydin,50,3,4,Referral,2025-08-15,,Active
373,M00373,Kerem,Kaya,41,3,3,Instagram,2024-04-04,,Active
374,M00374,Arda,Aydin,47,4,3,Referral,2025-11-18,,Active
375,M00375,Ayse,Yilmaz,46,1,1,Walk-in,2025-07-29,,Active
376,M00376,Can,Yilmaz,22,2,2,Instagram,2025-09-05,,Active
377,M00377,Ayse,Celik,43,4,4,Organic Search,2025-12-28,,Active
378,M00378,Emre,Demir,18,1,2,Corporate Partner,2026-05-24,2026-07-25,Cancelled
379,M00379,Ece,Yilmaz,25,3,2,Instagram,2024-09-02,2025-06-01,Cancelled
380,M00380,Ceren,Kurt,26,3,2,Corporate Partner,2024-12-15,,Active
381,M00381,Mert,Yilmaz,18,1,1,Organic Search,2025-10-11,,Active
382,M00382,Ceren,Kurt,33,1,1,Organic Search,2024-01-21,2024-03-26,Cancelled
383,M00383,Elif,Yilmaz,43,3,2,Corporate Partner,2025-08-15,,Active
384,M00384,Zeynep,Kurt,58,1,2,Instagram,2024-09-05,,Active
385,M00385,Ceren,Celik,34,1,2,Organic Search,2024-09-13,,Active
386,M00386,Ceren,Celik,37,3,4,Referral,2024-10-27,2025-02-14,Cancelled
387,M00387,Ayse,Ozdemir,62,1,3,Organic Search,2024-03-04,,Active
388,M00388,Zeynep,Celik,37,3,4,Instagram,2024-07-16,,Active
389,M00389,Selin,Kaya,29,2,2,Paid Search,2024-06-29,,Active
390,M00390,Emre,Celik,50,1,3,Organic Search,2024-08-27,,Active
391,M00391,Deniz,Sahin,29,2,3,Instagram,2026-04-30,,Active
392,M00392,Elif,Koc,59,1,3,Instagram,2024-06-19,,Active
393,M00393,Ayse,Kaya,23,4,2,Paid Search,2025-06-10,,Active
394,M00394,Ceren,Ozdemir,53,1,4,Organic Search,2024-07-26,,Active
395,M00395,Derya,Celik,57,1,3,Corporate Partner,2026-04-03,,Active
396,M00396,Selin,Ozdemir,57,1,1,Corporate Partner,2025-04-10,,Active
397,M00397,Kerem,Koc,43,3,2,Instagram,2024-11-14,2025-01-24,Cancelled
398,M00398,Kerem,Aydin,53,2,1,Paid Search,2025-07-06,2026-01-30,Cancelled
399,M00399,Selin,Ozdemir,64,1,3,Organic Search,2025-11-10,,Active
400,M00400,Can,Celik,26,1,4,Instagram,2024-06-30,2025-09-22,Cancelled
401,M00401,Ceren,Kurt,28,4,1,Referral,2025-04-23,,Active
402,M00402,Ceren,Celik,32,1,1,Corporate Partner,2026-01-29,,Active
403,M00403,Ece,Koc,39,1,3,Corporate Partner,2024-06-12,,Active
404,M00404,Mert,Kaya,52,3,1,Corporate Partner,2025-12-01,,Active
405,M00405,Bora,Sahin,44,2,2,Walk-in,2025-01-26,,Active
406,M00406,Mert,Celik,22,3,2,Corporate Partner,2024-04-08,2026-02-11,Cancelled
407,M00407,Ayse,Yilmaz,26,3,2,Referral,2025-08-28,2026-03-14,Cancelled
408,M00408,Zeynep,Koc,41,2,3,Walk-in,2026-05-27,,Active
409,M00409,Can,Demir,56,2,1,Corporate Partner,2025-03-05,,Active
410,M00410,Zeynep,Koc,53,1,1,Paid Search,2026-05-17,,Active
411,M00411,Mert,Aydin,18,1,1,Corporate Partner,2024-01-06,,Active
412,M00412,Selin,Kurt,24,1,1,Organic Search,2024-07-12,,Active
413,M00413,Derya,Aydin,48,4,1,Paid Search,2024-06-10,,Active
414,M00414,Zeynep,Ozdemir,40,1,1,Walk-in,2026-06-15,2026-07-19,Cancelled
415,M00415,Ayse,Kurt,57,1,4,Corporate Partner,2024-04-15,,Active
416,M00416,Ceren,Kaya,35,1,2,Walk-in,2025-01-31,,Active
417,M00417,Elif,Koc,31,1,3,Corporate Partner,2026-06-03,,Active
418,M00418,Elif,Demir,21,4,1,Organic Search,2025-12-05,2026-06-03,Cancelled
419,M00419,Emre,Arslan,23,4,1,Organic Search,2024-12-11,,Active
420,M00420,Kerem,Aydin,22,4,3,Referral,2026-03-22,,Active
421,M00421,Bora,Aydin,29,1,1,Paid Search,2026-02-27,,Active
422,M00422,Emre,Aydin,63,3,3,Referral,2026-03-01,,Active
423,M00423,Ayse,Arslan,33,1,4,Paid Search,2025-08-24,2026-01-19,Cancelled
424,M00424,Mert,Celik,62,3,1,Paid Search,2025-02-05,,Active
425,M00425,Derya,Sahin,55,1,4,Walk-in,2025-08-20,,Active
426,M00426,Bora,Kaya,28,3,2,Instagram,2026-02-05,,Active
427,M00427,Mert,Aydin,60,1,1,Walk-in,2024-11-27,2025-03-23,Cancelled
428,M00428,Kerem,Kurt,56,1,3,Walk-in,2026-02-01,2026-05-13,Cancelled
429,M00429,Kerem,Celik,30,3,1,Corporate Partner,2025-03-09,2025-07-09,Cancelled
430,M00430,Emre,Demir,53,3,3,Corporate Partner,2024-05-18,,Active
431,M00431,Ece,Arslan,23,2,1,Instagram,2026-03-28,,Active
432,M00432,Emre,Koc,54,3,3,Organic Search,2026-04-05,2026-07-25,Cancelled
433,M00433,Selin,Koc,55,2,1,Walk-in,2025-03-21,,Active
434,M00434,Derya,Kaya,64,2,3,Referral,2024-01-28,,Active
435,M00435,Zeynep,Arslan,25,2,1,Referral,2025-03-15,,Active
436,M00436,Derya,Aydin,63,2,3,Instagram,2025-09-05,,Active
437,M00437,Deniz,Kurt,55,1,3,Referral,2024-06-09,,Active
438,M00438,Elif,Celik,40,3,3,Referral,2025-05-30,,Active
439,M00439,Derya,Demir,44,3,2,Referral,2024-03-25,,Active
440,M00440,Elif,Yilmaz,31,2,1,Organic Search,2025-01-08,,Active
441,M00441,Deniz,Demir,47,2,2,Referral,2025-11-16,,Active
442,M00442,Ayse,Kaya,25,1,2,Organic Search,2025-01-26,,Active
443,M00443,Ece,Kaya,34,3,2,Referral,2024-09-08,,Active
444,M00444,Ayse,Kurt,35,1,1,Instagram,2024-11-07,,Active
445,M00445,Derya,Yilmaz,41,4,1,Paid Search,2025-05-30,,Active
446,M00446,Derya,Sahin,29,2,1,Organic Search,2025-04-25,,Active
447,M00447,Ayse,Kurt,18,1,1,Referral,2026-01-07,,Active
448,M00448,Ayse,Arslan,36,4,3,Paid Search,2025-09-11,2026-03-12,Cancelled
449,M00449,Zeynep,Koc,59,2,1,Referral,2024-04-01,,Active
450,M00450,Zeynep,Arslan,47,3,4,Corporate Partner,2024-03-08,,Active
451,M00451,Selin,Aydin,21,3,3,Referral,2026-05-03,,Active
452,M00452,Ayse,Kaya,46,1,3,Instagram,2024-04-05,2025-07-16,Cancelled
453,M00453,Arda,Kurt,47,1,2,Organic Search,2024-08-13,,Active
454,M00454,Can,Celik,53,2,1,Walk-in,2024-07-21,,Active
455,M00455,Kerem,Demir,26,1,4,Organic Search,2024-08-04,,Active
456,M00456,Derya,Kurt,55,1,1,Corporate Partner,2024-10-26,,Active
457,M00457,Kerem,Celik,32,2,4,Walk-in,2026-02-09,,Active
458,M00458,Derya,Celik,58,3,3,Walk-in,2024-07-16,,Active
459,M00459,Deniz,Koc,55,3,3,Corporate Partner,2024-10-10,,Active
460,M00460,Ceren,Ozdemir,58,3,3,Organic Search,2026-04-07,2026-07-21,Cancelled
461,M00461,Selin,Yilmaz,46,3,4,Organic Search,2024-05-04,2025-04-08,Cancelled
462,M00462,Mert,Yilmaz,42,1,4,Paid Search,2024-11-09,2025-11-22,Cancelled
463,M00463,Can,Arslan,56,2,4,Organic Search,2026-06-08,,Active
464,M00464,Arda,Sahin,18,2,2,Walk-in,2025-04-13,,Active
465,M00465,Elif,Ozdemir,41,4,4,Walk-in,2024-05-30,2025-10-07,Cancelled
466,M00466,Deniz,Koc,29,1,2,Walk-in,2025-04-21,,Active
467,M00467,Derya,Demir,53,2,1,Referral,2026-05-18,,Active
468,M00468,Mert,Yilmaz,30,4,2,Paid Search,2024-06-20,,Active
469,M00469,Zeynep,Arslan,36,4,1,Referral,2026-04-30,,Active
470,M00470,Bora,Kaya,61,4,4,Corporate Partner,2025-09-06,,Active
471,M00471,Emre,Sahin,34,1,1,Walk-in,2024-11-27,,Active
472,M00472,Elif,Kurt,31,1,1,Paid Search,2024-01-10,2026-06-02,Cancelled
473,M00473,Mert,Kurt,36,1,2,Referral,2024-02-04,,Active
474,M00474,Ece,Kurt,45,3,3,Organic Search,2024-11-01,,Active
475,M00475,Ceren,Demir,42,1,1,Instagram,2025-09-05,,Active
476,M00476,Arda,Aydin,54,2,2,Referral,2026-06-19,2026-07-29,Cancelled
477,M00477,Emre,Kurt,52,1,1,Referral,2026-05-25,,Active
478,M00478,Zeynep,Celik,50,1,4,Referral,2024-03-25,2025-02-18,Cancelled
479,M00479,Mert,Arslan,35,1,3,Walk-in,2026-01-28,,Active
480,M00480,Can,Celik,55,3,1,Walk-in,2024-01-10,,Active
481,M00481,Elif,Yilmaz,53,2,3,Paid Search,2024-01-16,,Active
482,M00482,Emre,Aydin,47,2,4,Paid Search,2024-01-13,,Active
483,M00483,Can,Kaya,38,3,3,Walk-in,2024-06-19,,Active
484,M00484,Zeynep,Aydin,27,4,3,Corporate Partner,2025-03-12,2026-03-15,Cancelled
485,M00485,Deniz,Sahin,51,1,1,Walk-in,2026-06-26,,Active
486,M00486,Bora,Demir,29,3,3,Referral,2025-07-29,,Active
487,M00487,Elif,Koc,63,3,3,Referral,2024-09-08,,Active
488,M00488,Selin,Aydin,29,3,1,Paid Search,2025-03-03,,Active
489,M00489,Emre,Aydin,61,1,1,Organic Search,2025-09-16,,Active
490,M00490,Derya,Koc,62,1,3,Paid Search,2025-04-16,,Active
491,M00491,Ceren,Ozdemir,19,2,3,Instagram,2024-06-02,,Active
492,M00492,Zeynep,Kurt,51,3,1,Walk-in,2024-02-04,,Active
493,M00493,Bora,Kaya,41,2,1,Paid Search,2025-02-20,2026-05-13,Cancelled
494,M00494,Derya,Aydin,51,1,4,Referral,2025-12-21,2026-03-15,Cancelled
495,M00495,Derya,Aydin,30,3,3,Instagram,2024-03-24,,Active
496,M00496,Ceren,Ozdemir,51,4,1,Walk-in,2024-05-02,,Active
497,M00497,Emre,Ozdemir,55,1,1,Referral,2024-02-23,,Active
498,M00498,Emre,Kaya,37,2,1,Walk-in,2025-02-20,,Active
499,M00499,Emre,Aydin,58,1,1,Referral,2025-05-17,,Active
500,M00500,Derya,Sahin,45,3,4,Paid Search,2026-03-28,,Active
501,M00501,Ceren,Kurt,57,2,2,Corporate Partner,2024-04-13,,Active
502,M00502,Ceren,Kurt,51,3,1,Referral,2024-06-15,,Active
503,M00503,Ayse,Sahin,58,2,1,Organic Search,2024-07-20,,Active
504,M00504,Ayse,Ozdemir,23,4,3,Paid Search,2025-12-16,,Active
505,M00505,Arda,Yilmaz,57,1,2,Corporate Partner,2024-12-12,,Active
506,M00506,Ece,Kaya,47,1,4,Walk-in,2025-04-19,,Active
507,M00507,Deniz,Aydin,58,4,3,Corporate Partner,2024-04-20,,Active
508,M00508,Emre,Kaya,40,3,1,Paid Search,2025-02-10,2026-04-08,Cancelled
509,M00509,Ceren,Kurt,58,2,3,Instagram,2024-09-30,,Active
510,M00510,Deniz,Kurt,32,4,1,Organic Search,2024-03-29,2024-11-21,Cancelled
511,M00511,Ceren,Aydin,56,1,4,Organic Search,2024-07-20,,Active
512,M00512,Ayse,Arslan,30,1,2,Referral,2024-07-25,,Active
513,M00513,Deniz,Demir,42,2,4,Referral,2024-07-13,2025-10-31,Cancelled
514,M00514,Ayse,Kurt,61,1,4,Instagram,2024-02-01,,Active
515,M00515,Zeynep,Koc,47,3,4,Instagram,2025-03-18,,Active
516,M00516,Mert,Celik,48,1,4,Referral,2026-05-01,2026-07-07,Cancelled
517,M00517,Ceren,Kaya,30,3,1,Referral,2024-03-30,,Active
518,M00518,Ayse,Arslan,35,3,3,Instagram,2026-04-05,,Active
519,M00519,Deniz,Koc,60,2,1,Organic Search,2024-11-22,,Active
520,M00520,Deniz,Celik,22,2,3,Paid Search,2024-03-21,2025-07-30,Cancelled
521,M00521,Mert,Koc,32,1,2,Paid Search,2024-09-28,,Active
522,M00522,Mert,Kurt,59,4,1,Organic Search,2024-06-15,,Active
523,M00523,Derya,Sahin,38,3,2,Organic Search,2025-02-04,2025-12-25,Cancelled
524,M00524,Bora,Kurt,63,4,4,Paid Search,2024-09-19,2025-10-16,Cancelled
525,M00525,Derya,Demir,37,1,1,Organic Search,2024-02-27,,Active
526,M00526,Elif,Yilmaz,31,4,4,Organic Search,2024-05-03,2026-03-11,Cancelled
527,M00527,Emre,Koc,56,4,3,Walk-in,2026-05-21,,Active
528,M00528,Arda,Yilmaz,56,3,2,Organic Search,2026-04-18,,Active
529,M00529,Deniz,Kaya,50,3,4,Walk-in,2024-05-22,2025-06-05,Cancelled
530,M00530,Kerem,Kaya,57,2,4,Instagram,2024-05-03,2026-07-25,Cancelled
531,M00531,Arda,Yilmaz,50,4,1,Organic Search,2025-02-01,2025-06-04,Cancelled
532,M00532,Can,Yilmaz,47,1,3,Organic Search,2024-01-29,,Active
533,M00533,Arda,Sahin,54,3,4,Corporate Partner,2025-02-19,2025-04-21,Cancelled
534,M00534,Deniz,Aydin,35,2,4,Instagram,2025-07-12,,Active
535,M00535,Mert,Celik,29,3,4,Referral,2026-01-24,,Active
536,M00536,Elif,Kurt,57,4,4,Instagram,2025-12-28,2026-05-23,Cancelled
537,M00537,Derya,Kaya,23,3,3,Instagram,2024-02-28,,Active
538,M00538,Arda,Kurt,34,1,3,Instagram,2024-11-17,,Active
539,M00539,Emre,Ozdemir,45,1,4,Corporate Partner,2026-01-01,,Active
540,M00540,Derya,Koc,62,1,3,Corporate Partner,2024-05-12,,Active
541,M00541,Ayse,Kaya,34,1,3,Walk-in,2024-03-21,,Active
542,M00542,Kerem,Arslan,33,2,1,Instagram,2024-06-23,2025-12-27,Cancelled
543,M00543,Elif,Aydin,21,2,4,Corporate Partner,2025-06-28,,Active
544,M00544,Ece,Arslan,56,1,1,Referral,2026-03-09,,Active
545,M00545,Mert,Celik,19,1,1,Paid Search,2026-05-21,2026-07-24,Cancelled
546,M00546,Bora,Yilmaz,22,1,4,Paid Search,2024-03-04,,Active
547,M00547,Can,Sahin,37,2,1,Corporate Partner,2024-08-13,,Active
548,M00548,Ceren,Ozdemir,36,3,3,Organic Search,2024-09-12,,Active
549,M00549,Selin,Aydin,39,2,1,Organic Search,2025-03-09,,Active
550,M00550,Derya,Demir,31,1,4,Paid Search,2024-07-31,,Active
551,M00551,Mert,Arslan,35,2,1,Instagram,2025-07-23,,Active
552,M00552,Kerem,Kurt,64,2,3,Organic Search,2024-07-14,,Active
553,M00553,Selin,Demir,61,1,3,Walk-in,2024-02-12,,Active
554,M00554,Kerem,Demir,39,3,2,Corporate Partner,2025-11-23,,Active
555,M00555,Deniz,Aydin,36,3,3,Organic Search,2024-05-09,,Active
556,M00556,Arda,Arslan,56,2,3,Organic Search,2025-05-25,,Active
557,M00557,Emre,Aydin,36,2,3,Referral,2025-06-26,,Active
558,M00558,Derya,Koc,46,4,1,Organic Search,2025-05-14,,Active
559,M00559,Deniz,Ozdemir,28,4,2,Referral,2024-10-30,2025-02-13,Cancelled
560,M00560,Mert,Yilmaz,58,2,1,Organic Search,2025-09-10,,Active
561,M00561,Can,Koc,52,1,4,Corporate Partner,2026-06-02,2026-07-20,Cancelled
562,M00562,Kerem,Yilmaz,60,3,4,Referral,2025-01-11,,Active
563,M00563,Selin,Kurt,62,1,2,Instagram,2024-05-31,,Active
564,M00564,Selin,Aydin,21,2,1,Referral,2025-03-07,2025-09-21,Cancelled
565,M00565,Can,Yilmaz,49,1,1,Referral,2025-03-31,,Active
566,M00566,Kerem,Celik,60,3,4,Referral,2026-06-16,2026-07-17,Cancelled
567,M00567,Ayse,Arslan,34,2,1,Organic Search,2026-06-11,2026-07-27,Cancelled
568,M00568,Kerem,Koc,63,3,3,Organic Search,2026-06-24,2026-07-30,Cancelled
569,M00569,Selin,Kaya,41,1,1,Referral,2025-11-10,,Active
570,M00570,Derya,Kaya,41,2,2,Referral,2025-04-07,,Active
571,M00571,Ece,Kurt,36,4,4,Referral,2026-05-30,,Active
572,M00572,Mert,Yilmaz,27,3,3,Corporate Partner,2025-08-31,,Active
573,M00573,Elif,Kaya,63,2,1,Corporate Partner,2024-07-12,2026-03-22,Cancelled
574,M00574,Kerem,Yilmaz,62,3,3,Paid Search,2024-01-28,,Active
575,M00575,Bora,Aydin,50,3,1,Referral,2025-12-23,2026-07-19,Cancelled
576,M00576,Bora,Kurt,18,2,1,Paid Search,2026-02-05,,Active
577,M00577,Ceren,Ozdemir,60,2,1,Walk-in,2024-01-22,,Active
578,M00578,Bora,Yilmaz,43,3,1,Paid Search,2025-08-06,,Active
579,M00579,Arda,Ozdemir,51,4,3,Referral,2025-12-09,,Active
580,M00580,Deniz,Yilmaz,62,1,3,Instagram,2024-02-15,,Active
581,M00581,Derya,Ozdemir,54,2,3,Instagram,2024-04-04,,Active
582,M00582,Can,Kurt,33,1,2,Organic Search,2025-01-19,,Active
583,M00583,Selin,Ozdemir,29,3,1,Corporate Partner,2024-09-29,2025-03-03,Cancelled
584,M00584,Ece,Celik,28,1,4,Walk-in,2025-12-05,,Active
585,M00585,Elif,Demir,50,2,3,Instagram,2026-02-12,,Active
586,M00586,Deniz,Celik,56,1,2,Organic Search,2026-05-09,2026-07-22,Cancelled
587,M00587,Deniz,Koc,49,2,2,Paid Search,2024-06-11,,Active
588,M00588,Bora,Aydin,62,4,2,Walk-in,2026-05-09,2026-06-14,Cancelled
589,M00589,Ceren,Aydin,20,1,3,Organic Search,2025-05-28,2025-09-29,Cancelled
590,M00590,Elif,Kaya,58,1,2,Organic Search,2025-05-27,2026-03-25,Cancelled
591,M00591,Arda,Ozdemir,21,2,2,Corporate Partner,2025-06-22,,Active
592,M00592,Zeynep,Celik,18,1,4,Referral,2024-06-23,,Active
593,M00593,Kerem,Demir,34,3,1,Corporate Partner,2024-07-07,,Active
594,M00594,Bora,Yilmaz,58,4,3,Instagram,2025-09-12,2026-07-26,Cancelled
595,M00595,Kerem,Koc,46,1,1,Referral,2025-08-24,,Active
596,M00596,Bora,Sahin,41,4,1,Walk-in,2024-08-24,2025-07-17,Cancelled
597,M00597,Ceren,Arslan,32,3,1,Instagram,2026-01-11,,Active
598,M00598,Ece,Demir,46,4,3,Organic Search,2024-08-02,,Active
599,M00599,Zeynep,Arslan,53,3,1,Organic Search,2025-03-06,,Active
600,M00600,Mert,Arslan,18,2,4,Walk-in,2025-10-12,,Active
601,M00601,Ceren,Yilmaz,28,3,3,Instagram,2025-06-01,,Active
602,M00602,Elif,Arslan,31,2,2,Organic Search,2025-03-15,,Active
603,M00603,Ayse,Aydin,38,3,1,Walk-in,2025-03-18,2026-04-07,Cancelled
604,M00604,Derya,Celik,20,1,4,Organic Search,2024-02-14,,Active
605,M00605,Deniz,Ozdemir,29,4,2,Walk-in,2025-02-26,2026-01-10,Cancelled
606,M00606,Kerem,Yilmaz,27,1,1,Instagram,2024-08-31,,Active
607,M00607,Zeynep,Aydin,26,1,3,Organic Search,2024-11-04,,Active
608,M00608,Selin,Celik,38,1,1,Organic Search,2025-09-19,,Active
609,M00609,Derya,Demir,51,1,4,Walk-in,2025-01-08,,Active
610,M00610,Emre,Arslan,60,2,4,Organic Search,2024-02-07,,Active
611,M00611,Kerem,Yilmaz,44,4,4,Paid Search,2024-09-19,2026-01-30,Cancelled
612,M00612,Bora,Ozdemir,32,1,4,Organic Search,2025-04-01,2026-06-05,Cancelled
613,M00613,Deniz,Koc,46,1,1,Paid Search,2024-08-10,,Active
614,M00614,Ceren,Yilmaz,20,3,1,Instagram,2025-07-17,,Active
615,M00615,Zeynep,Ozdemir,55,2,2,Corporate Partner,2025-02-26,2025-04-30,Cancelled
616,M00616,Deniz,Koc,53,4,1,Organic Search,2025-06-24,,Active
617,M00617,Arda,Kurt,20,1,2,Instagram,2024-01-13,,Active
618,M00618,Deniz,Kaya,62,2,3,Referral,2025-02-06,,Active
619,M00619,Selin,Koc,42,3,1,Walk-in,2024-04-02,,Active
620,M00620,Can,Ozdemir,41,1,1,Instagram,2024-03-28,,Active
621,M00621,Kerem,Celik,56,1,4,Referral,2026-01-06,2026-03-06,Cancelled
622,M00622,Ceren,Aydin,26,1,2,Corporate Partner,2024-07-07,,Active
623,M00623,Emre,Sahin,60,3,2,Organic Search,2025-04-01,2025-09-13,Cancelled
624,M00624,Elif,Yilmaz,25,2,3,Organic Search,2026-03-06,,Active
625,M00625,Ayse,Yilmaz,39,1,3,Instagram,2025-11-01,,Active
626,M00626,Emre,Sahin,34,2,2,Referral,2024-11-23,,Active
627,M00627,Can,Demir,23,2,1,Paid Search,2025-04-08,,Active
628,M00628,Can,Celik,24,3,2,Paid Search,2025-06-10,,Active
629,M00629,Elif,Celik,35,2,3,Walk-in,2024-04-08,2024-06-20,Cancelled
630,M00630,Selin,Demir,27,1,3,Referral,2024-12-20,,Active
631,M00631,Derya,Sahin,36,2,2,Corporate Partner,2024-06-30,2024-10-14,Cancelled
632,M00632,Emre,Koc,58,2,2,Instagram,2024-04-23,,Active
633,M00633,Can,Kaya,59,3,3,Instagram,2025-08-13,,Active
634,M00634,Kerem,Koc,26,3,3,Referral,2024-12-17,,Active
635,M00635,Derya,Sahin,45,4,4,Organic Search,2026-06-11,,Active
636,M00636,Ece,Yilmaz,27,4,2,Referral,2025-09-27,,Active
637,M00637,Arda,Celik,24,4,2,Corporate Partner,2025-08-23,,Active
638,M00638,Ceren,Aydin,20,1,4,Instagram,2024-01-24,,Active
639,M00639,Kerem,Kaya,34,3,1,Paid Search,2024-04-13,,Active
640,M00640,Kerem,Aydin,30,3,4,Instagram,2024-03-31,,Active
641,M00641,Ece,Arslan,42,4,2,Walk-in,2026-06-04,,Active
642,M00642,Derya,Koc,26,2,2,Referral,2025-12-12,,Active
643,M00643,Kerem,Ozdemir,29,3,2,Corporate Partner,2026-02-16,,Active
644,M00644,Mert,Aydin,44,1,2,Paid Search,2025-02-23,2026-05-19,Cancelled
645,M00645,Ece,Ozdemir,59,4,1,Referral,2025-06-20,,Active
646,M00646,Mert,Sahin,25,2,4,Referral,2025-09-03,,Active
647,M00647,Bora,Sahin,52,2,1,Walk-in,2025-07-02,,Active
648,M00648,Ayse,Kurt,31,2,1,Paid Search,2024-02-14,2024-12-22,Cancelled
649,M00649,Derya,Kurt,20,1,3,Instagram,2024-08-28,,Active
650,M00650,Ayse,Yilmaz,37,2,1,Referral,2026-03-29,2026-05-14,Cancelled
651,M00651,Derya,Ozdemir,46,3,1,Paid Search,2024-07-12,,Active
652,M00652,Kerem,Celik,55,1,1,Walk-in,2024-12-14,,Active
653,M00653,Bora,Kaya,56,2,3,Walk-in,2025-01-18,,Active
654,M00654,Emre,Demir,36,1,2,Instagram,2024-03-23,,Active
655,M00655,Selin,Koc,48,1,1,Organic Search,2026-01-31,,Active
656,M00656,Kerem,Demir,53,2,2,Paid Search,2024-04-28,2026-04-22,Cancelled
657,M00657,Zeynep,Demir,46,3,1,Walk-in,2024-02-02,,Active
658,M00658,Selin,Arslan,36,4,1,Corporate Partner,2025-04-02,,Active
659,M00659,Elif,Celik,38,4,2,Walk-in,2025-07-18,,Active
660,M00660,Deniz,Sahin,21,2,3,Paid Search,2026-01-12,,Active
661,M00661,Elif,Kaya,39,3,1,Referral,2024-11-01,2024-12-20,Cancelled
662,M00662,Derya,Celik,49,1,4,Walk-in,2024-01-09,,Active
663,M00663,Kerem,Sahin,26,1,2,Instagram,2024-11-12,,Active
664,M00664,Can,Sahin,22,2,3,Organic Search,2026-04-26,,Active
665,M00665,Mert,Celik,59,1,3,Instagram,2024-06-07,2025-09-25,Cancelled
666,M00666,Ayse,Demir,48,2,1,Referral,2024-04-17,,Active
667,M00667,Derya,Aydin,51,4,2,Walk-in,2025-07-08,,Active
668,M00668,Mert,Koc,27,3,1,Paid Search,2025-12-11,2026-01-21,Cancelled
669,M00669,Ceren,Yilmaz,37,1,4,Paid Search,2025-10-10,2026-03-04,Cancelled
670,M00670,Ayse,Yilmaz,36,3,2,Paid Search,2026-05-27,,Active
671,M00671,Ece,Ozdemir,33,2,4,Referral,2026-02-01,,Active
672,M00672,Zeynep,Ozdemir,51,1,3,Walk-in,2025-04-04,,Active
673,M00673,Ceren,Ozdemir,56,2,2,Walk-in,2024-07-11,,Active
674,M00674,Can,Yilmaz,22,4,1,Referral,2026-01-02,2026-03-13,Cancelled
675,M00675,Arda,Koc,19,2,2,Corporate Partner,2024-04-30,2024-07-28,Cancelled
676,M00676,Bora,Kurt,23,4,3,Referral,2026-06-09,2026-07-17,Cancelled
677,M00677,Ayse,Kurt,24,1,2,Corporate Partner,2025-04-11,,Active
678,M00678,Bora,Ozdemir,23,2,2,Instagram,2024-09-01,,Active
679,M00679,Ece,Demir,62,3,1,Walk-in,2025-04-09,,Active
680,M00680,Arda,Yilmaz,28,2,1,Corporate Partner,2024-05-28,,Active
681,M00681,Elif,Kaya,19,2,3,Walk-in,2024-06-01,,Active
682,M00682,Can,Kaya,42,1,1,Walk-in,2024-05-05,2025-07-27,Cancelled
683,M00683,Selin,Kurt,31,2,1,Referral,2024-08-15,,Active
684,M00684,Ceren,Kurt,26,1,1,Instagram,2024-01-16,,Active
685,M00685,Ece,Sahin,18,3,3,Walk-in,2024-09-23,2025-04-15,Cancelled
686,M00686,Zeynep,Kaya,18,3,3,Instagram,2024-07-06,,Active
